index,link,Title,Price,km,Zustand,Registration date,kW,hp,transmission,Ffuel,Type,Previous Owners,Last Service Date,Warranty,Full Service,Non-smoking Vehicle,Make,Model,First Registration,Body Color,Paint Type,Upholstery,Body,Nr. of Doors,Nr. of Seats,Gearing Type,Gears,Displacement,Cylinders,Weight,Fuel,ConsumptionYou can obtain more information on the official fuel consumption and official specific CO2 emissions of new passenger vehicles from the guideline on fuel consumption and CO2 emissions of new passenger vehicles. This guideline is available free of charge at all dealerships and from Deutsche Automobil Treuhand GmbH at www.dat.de.,CO2 EmissionYou can obtain more information on the official fuel consumption and official specific CO2 emissions of new passenger vehicles from the guideline on fuel consumption and CO2 emissions of new passenger vehicles. This guideline is available free of charge at all dealerships and from Deutsche Automobil Treuhand GmbH at www.dat.de.,Offer Number,Body Color Original,Drive chain,Emission Class,Availability,Country version,Emission Label,Next Inspection,Electricity consumptionYou can obtain more information on the official fuel consumption and official specific CO2 emissions of new passenger vehicles from the guideline on fuel consumption and CO2 emissions of new passenger vehicles. This guideline is available free of charge at all dealerships and from Deutsche Automobil Treuhand GmbH at www.dat.de.,Inspection new,Model Code,Last Timing Belt Service Date,Other Fuel Types,CO2 Emission
157,https://www.autoscout24.com//offers/volkswagen-golf-cabriolet-cabrio-trendline-tdi-leder-zr-neu-diesel-black-849106be-2a44-4dd2-98fe-fa06c07fa23b,Volkswagen Golf Cabriolet Cabrio Trendline TDI Leder ZR neu,"€ 2,800.-","145,000 km","Used, Full Service History",03/2000,66 kW,90 hp,"Manual, Diesel","Manual, Diesel",Used,3,08/2019,,,,Volkswagen,Golf Cabriolet,2000,Black,,"Full leather, Black",Convertible,2,4,Manual,5,"1,896 cc",4,"1,205 kg",Diesel,"5.2 l/100 km (comb)
6.8 l/100 km (city)
4.2 l/100 km (country)",140 g CO2/km (comb),,,front,,,Austria,,,,,,08/2019,,
158,https://www.autoscout24.com//offers/citroen-c3-vti-68-flash-gasoline-white-f74ceeaa-cfaa-4cff-9eed-076354691799,Citroen C3 VTi 68 Flash,"€ 5,980.-","78,800 km","Used, Full Service History",07/2014,50 kW,68 hp,"Manual, Gasoline","Manual, Gasoline",Used,,,,,,Citroen,C3,2014,White,,Cloth,Sedans,5,5,Manual,5,999 cc,,"1,048 kg",Gasoline,"4.4 l/100 km (comb)

",102 g CO2/km (comb),CITGW4911,banquise weiß,front,Euro 5,,,,07/2020,,,,,,
159,https://www.autoscout24.com//offers/mercedes-benz-glc-220-d-4matic-diesel-black-37373320-57d6-4f36-9032-2c7301d51e80,Mercedes-Benz GLC 220 d 4Matic,"€ 39,900.-","57,200 km",Demonstration,08/2017,125 kW,170 hp,"Automatic, Diesel","Automatic, Diesel",Demonstration,1,,,,,Mercedes-Benz,GLC 220,2017,Black,Metallic,"Full leather, Black",Off-Road/Pick-up,5,5,Automatic,9,"2,143 cc",,,Diesel (Particulate Filter),,,3396863,schwarz,4WD,Euro 6,,,,,,,,,,
160,https://www.autoscout24.com//offers/land-rover-range-rover-evoque-2-0-d180-se-aut-diesel-grey-20f0c098-4598-4126-b0eb-176131d24e44,"Land Rover Range Rover Evoque 2,0 D180 SE Aut.","€ 56,000.-","2,500 km","Demonstration, Full Service History",03/2019,132 kW,179 hp,"Automatic, Diesel","Automatic, Diesel",Demonstration,,,36 months,,,Land Rover,Range Rover Evoque,2019,Grey,Metallic,Cloth,Off-Road/Pick-up,5,5,Automatic,9,"1,999 cc",,"1,891 kg",Diesel (Particulate Filter),"5.7 l/100 km (comb)

",,2020927709,Corris Grey,4WD,,,,,03/2022,,,,,,
161,https://www.autoscout24.com//offers/volkswagen-polo-variant-highline-sdi-diesel-blue-448a43ba-4679-457c-b488-a808e47af944,Volkswagen Polo Variant Highline SDI,€ 390.-,"169,770 km",Used,10/2001,50 kW,68 hp,"Manual, Diesel","Manual, Diesel",Used,0,,,,,Volkswagen,Polo Variant,2001,Blue,,,Station wagon,5,5,Manual,5,"1,896 cc",,"1,550 kg",Diesel,"5.2 l/100 km (comb)

",138 g CO2/km (comb),,Blau,front,,,Austria,,,,,,,,
162,https://www.autoscout24.com//offers/volkswagen-t5-tdi-allrad-2-5-tdi-4motion-diesel-black-93b83f58-210b-49da-874c-c96caf731885,"Volkswagen T5 TDI Allrad 2,5 TDI 4motion","€ 13,990.-","218,000 km","Used, Full Service History",04/2005,96 kW,131 hp,"Manual, Diesel","Manual, Diesel",Used,,,,,,Volkswagen,T5,2005,Black,,Cloth,Station wagon,4,9,Manual,6,"2,461 cc",,"1,865 kg",Diesel,"8.8 l/100 km (comb)

",234 g CO2/km (comb),2021065775,schwarz,4WD,Euro 3,,,,04/2020,,,,,,
163,https://www.autoscout24.com//offers/jeep-cherokee-2-2-my19-2-2-diesel-awd-overland-aut-diesel-red-0fd0c471-e338-4189-82fc-81bd2bbb17cd,"Jeep Cherokee 2,2 MY19 2,2 Diesel AWD Overland Aut.","€ 54,990.-","5,000 km",Demonstration,10/2018,143 kW,194 hp,"Automatic, Diesel","Automatic, Diesel",Demonstration,1,,,,,Jeep,Cherokee,2018,Red,Metallic,"Full leather, Black",Off-Road/Pick-up,5,5,Automatic,9,"2,184 cc",4,"1,985 kg",Diesel,"5.7 l/100 km (comb)
7 l/100 km (city)
4.9 l/100 km (country)",159 g CO2/km (comb),,,4WD,Euro 6,,Austria,,,,,,,,
164,https://www.autoscout24.com//offers/audi-s3-a3-quattro-gasoline-blue-cc06ff9a-6dea-dc41-e053-e250040a94ce,Audi S3 A3,"€ 2,850.-","122,200 km",Used,03/1999,110 kW,150 hp,"Manual, Gasoline","Manual, Gasoline",Used,,,,,,Audi,S3,1999,Blue,,,Sedans,3,5,Manual,5,"1,781 cc",4,"1,420 kg",Gasoline,"9.1 l/100 km (comb)
12.2 l/100 km (city)
7.2 l/100 km (country)",216 g CO2/km (comb),,,,,,,,,,,,,,
165,https://www.autoscout24.com//offers/volkswagen-touran-comfortline-2-0-bmt-tdi-dpf-dsg-diesel-black-01865754-f5bc-4c9d-8739-b674ed22797f,"Volkswagen Touran Comfortline 2,0 BMT TDI DPF DSG","€ 15,990.-","92,000 km",Used,08/2014,103 kW,140 hp,"Automatic, Diesel","Automatic, Diesel",Used,1,,,,,Volkswagen,Touran,2014,Black,,Cloth,Station wagon,5,5,Automatic,6,"1,968 cc",,,Diesel (Particulate Filter),,135 g CO2/km (comb),3300809,schwarz,front,Euro 5,,,,,,,,,,
166,https://www.autoscout24.com//offers/jeep-wrangler-unlimited-2-8-crd-rubicon-hardtop-atx-diesel-black-8fce5a00-2e34-4a9d-8606-43c22591ba21,"Jeep Wrangler Unlimited 2,8 CRD Rubicon Hardtop ATX","€ 38,900.-","60,000 km","Demonstration, Full Service History",01/2017,147 kW,200 hp,"Automatic, Diesel","Automatic, Diesel",Demonstration,,,,,,Jeep,Wrangler,2017,Black,Metallic,,Off-Road/Pick-up,4,5,Automatic,,"2,776 cc",,"1,998 kg",Diesel (Particulate Filter),"
9.9 l/100 km (city)
",235 g CO2/km (comb),2-3343,Grau,4WD,,,Austria,,,,,,,,
167,https://www.autoscout24.com//offers/bmw-116-d-navi-led-pdc-diesel-grey-34692a8c-5af2-4568-8273-bf1d3dfd4a64,BMW 116 d *NAVI *LED *PDC,"€ 17,490.-","88,000 km","Used, Full Service History",06/2016,85 kW,116 hp,"Automatic, Diesel","Automatic, Diesel",Used,1,,,,,BMW,116,2016,Grey,Metallic,"Cloth, Black",Sedans,5,5,Automatic,8,"1,496 cc",3,"1,425 kg",Diesel,,,,MINERALGRAU METALLIC,rear,,,,,,,Yes,0005/CAA,,,
168,https://www.autoscout24.com//offers/peugeot-3008-1-5-bluehdi-130-s-s-6-gang-gt-line-diesel-red-9231c43c-524f-4d51-99eb-15efed4e4935,"Peugeot 3008 1,5 BlueHDi 130 S&S 6-Gang GT Line","€ 30,550.-",35 km,"Used, Full Service History",05/2019,96 kW,131 hp,"Manual, Diesel","Manual, Diesel",Used,,,,,,Peugeot,3008,2019,Red,Metallic,Cloth,Off-Road/Pick-up,5,5,Manual,6,"1,499 cc",,,Diesel (Particulate Filter),"4.2 l/100 km (comb)
5.6 l/100 km (city)
3.8 l/100 km (country)",109 g CO2/km (comb),2021510681,rot,front,Euro 6,,,,05/2022,,,,,,
169,https://www.autoscout24.com//offers/ford-focus-traveller-1-0-ecoboost-titanium-automatik-aktion-gasoline-blue-8f3311e6-f239-4693-adc1-829814942666,"Ford Focus Traveller 1,0 EcoBoost Titanium Automatik Aktion","€ 27,648.-",88 km,"Pre-registered, Full Service History",12/2019,92 kW,125 hp,"Automatic, Gasoline","Automatic, Gasoline",Pre-registered,1,,,,,Ford,Focus,2019,Blue,Metallic,"Cloth, Black",Station wagon,5,5,Automatic,8,999 cc,3,"1,431 kg",Gasoline,,,529745,Pantherblau,front,,,Austria,,,,,,,,
170,https://www.autoscout24.com//offers/skoda-octavia-combi-tdi-2-0-dsg-style-shz-navi-pdc-tempo-diesel-silver-5aa5fb3c-091e-45fc-ae86-a624bd5c2181,Skoda Octavia Combi TDI 2.0 DSG Style SHZ Navi PDC Tempo,"€ 17,035.-","86,713 km",Used,07/2016,110 kW,150 hp,"Automatic, Diesel","Automatic, Diesel",Used,,,,,,Skoda,Octavia,2016,Silver,Metallic,Full leather,Station wagon,5,4,Automatic,,"1,968 cc",,,Diesel (Particulate Filter),"4.4 l/100 km (comb)
5.1 l/100 km (city)
4 l/100 km (country)",115 g CO2/km (comb),3091552,silber,,,,,,07/2019,,,,,,
171,https://www.autoscout24.com//offers/nissan-interstar-l2h2-3-5t-2-5-dci-diesel-silver-9b7d0a91-f652-087b-e053-e250040a89aa,Nissan Interstar L2H2 3.5t 2.5 dCi,"€ 2,700.-","356,000 km",Used,03/2006,88 kW,120 hp,"Manual, Diesel","Manual, Diesel",Used,,,,,,Nissan,Interstar,2006,Silver,,,Other,5,9,Manual,5,"2,463 cc",4,"2,001 kg",Diesel,"9.2 l/100 km (comb)
11.1 l/100 km (city)
8.2 l/100 km (country)",246 g CO2/km (comb),,,,,,,,,,,,,,
172,https://www.autoscout24.com//offers/hyundai-kona-1-0-t-gdi-premium-gasoline-green-bde65091-acc3-4d7b-8986-3dfb2bc553a8,"Hyundai Kona 1,0 T-GDi Premium","€ 19,990.-","15,000 km","Demonstration, Full Service History",08/2018,88 kW,120 hp,"Manual, Gasoline","Manual, Gasoline",Demonstration,,,60 months,,,Hyundai,Kona,2018,Green,Metallic,Cloth,Off-Road/Pick-up,5,5,Manual,6,998 cc,,"1,350 kg",Gasoline,"5.4 l/100 km (comb)
6.3 l/100 km (city)
5 l/100 km (country)",125 g CO2/km (comb),999II,zwei Farblackierung (Dark Nigh,front,,,,,08/2021,,,,,,
173,https://www.autoscout24.com//offers/mazda-cx-3-g121-revolution-navi-gasoline-white-ada2022a-185d-4040-b8e5-d8016c1439e9,Mazda CX-3 G121 Revolution Navi,"€ 20,850.-",5 km,"Demonstration, Full Service History",07/2019,89 kW,121 hp,"Manual, Gasoline","Manual, Gasoline",Demonstration,,,,,,Mazda,CX-3,2019,White,Metallic,Cloth,Off-Road/Pick-up,5,,Manual,6,"1,998 cc",,,Gasoline,"6.2 l/100 km (comb)
7.5 l/100 km (city)
5.4 l/100 km (country)",141 g CO2/km (comb),3335423,weiss,front,Euro 6,,,,,,,,,,
174,https://www.autoscout24.com//offers/bmw-523-5er-reihe-f10-oesterreich-paket-aut-gasoline-black-313ec890-3d18-ac79-e053-e250040ae55c,BMW 523 5er-Reihe (F10) Österreich-Paket Aut.,"€ 10,400.-","270,000 km",Used,04/2010,150 kW,204 hp,"Automatic, Gasoline","Automatic, Gasoline",Used,,,,,,BMW,523,2010,Black,Metallic,,Sedans,4,5,Automatic,8,"2,497 cc",6,"1,650 kg",Gasoline,"7.6 l/100 km (comb)
10.5 l/100 km (city)
5.9 l/100 km (country)",177 g CO2/km (comb),,,,Euro 5,,,,,,,,,,
175,https://www.autoscout24.com//offers/mazda-6-mazda-gh-1-8-te-benzin-gasoline-black-3ab68495-73a7-d40b-e053-e250040a6cbf,Mazda 6 Mazda GH 1.8 TE Benzin,"€ 5,200.-","190,000 km",Used,09/2008,88 kW,120 hp,"Manual, Gasoline","Manual, Gasoline",Used,,,,,,Mazda,6,2008,Black,,,Sedans,5,5,Manual,,,,,Gasoline,,,,,,,,,,,,,,,,
176,https://www.autoscout24.com//offers/volkswagen-caddy-maxi-kasten-2-0-tdi-megapreis-diesel-white-f75553f5-dd17-438b-ad35-93ec9b5e1415,Volkswagen Caddy Maxi Kasten 2.0 TDI MEGAPREIS,"€ 12,990.-","20,821 km","Used, Full Service History",04/2018,75 kW,102 hp,"Manual, Diesel","Manual, Diesel",Used,,,,,,Volkswagen,Caddy,2018,White,,"Cloth, Black",Transporter,,,Manual,,"1,968 cc",,,Diesel,,,3388559,weiss,front,,,,,,,,,,,
177,https://www.autoscout24.com//offers/audi-a4-avant-1-9-tdi-diesel-black-67064499-ab49-0c7f-e053-e250040a0270,"Audi A4 Avant 1,9 TDI","€ 4,250.-","220,450 km",Used,09/2004,85 kW,116 hp,"Manual, Diesel","Manual, Diesel",Used,2,11/2019,,,,Audi,A4,2004,Black,,,Station wagon,5,5,Manual,5,"1,896 cc",4,"1,450 kg",Diesel,"5.7 l/100 km (comb)
7.6 l/100 km (city)
4.6 l/100 km (country)",154 g CO2/km (comb),,,,Euro 4,,,,09/2020,,,,11/2019,,
178,https://www.autoscout24.com//offers/audi-a4-2-0-tdi-style-dpf-diesel-grey-6e3ad793-dcb5-5461-e053-e250040a656a,"Audi A4 2,0 TDI Style DPF","€ 15,490.-","77,000 km","Used, Full Service History",03/2013,88 kW,120 hp,"Manual, Diesel","Manual, Diesel",Used,1,08/2019,,,,Audi,A4,2013,Grey,Metallic,,Sedans,4,5,Manual,6,"1,968 cc",4,"1,560 kg",Diesel (Particulate Filter),"4.7 l/100 km (comb)
5.4 l/100 km (city)
4 l/100 km (country)",117 g CO2/km (comb),,,,Euro 5,,,,03/2020,,,,,,
179,https://www.autoscout24.com//offers/audi-a6-3-0-tdi-quattro-s-tronic-dpf-diesel-grey-e536976e-4007-4340-88c2-320ed368dba6,"Audi A6 3,0 TDI quattro S-tronic DPF","€ 22,950.-","170,000 km","Used, Full Service History",04/2012,150 kW,204 hp,"Automatic, Diesel","Automatic, Diesel",Used,2,,,,,Audi,A6,2012,Grey,Metallic,Full leather,Sedans,4,5,Automatic,7,"2,967 cc",,"1,795 kg",Diesel (Particulate Filter),"6 l/100 km (comb)
6.7 l/100 km (city)
5 l/100 km (country)",149 g CO2/km (comb),2021437833,grau,4WD,,,,,04/2020,,,,,,
180,https://www.autoscout24.com//offers/ford-transit-dk-pritsche-ohne-anzahlung-monatlich-199-diesel-orange-73c75ad6-75e3-4786-9086-c1677ec15c10,Ford Transit DK Pritsche - OHNE ANZAHLUNG monatlich 199.-,"€ 9,600.-","150,000 km",Used,09/2010,85 kW,116 hp,"Manual, Diesel","Manual, Diesel",Used,1,,,,,Ford,Transit,2010,Orange,,,Off-Road/Pick-up,4,6,Manual,,,,,Diesel,,,,,,Euro 4,,Austria,,,,,,,,
181,https://www.autoscout24.com//offers/citroen-c4-picasso-bluehdi-120-seduction-eat6-aut-diesel-silver-4da0f698-b3d8-bf39-e053-e250040af5b6,Citroen C4 Picasso BlueHDi 120 Seduction EAT6 Aut.,"€ 13,000.-","72,500 km",Used,12/2015,88 kW,120 hp,"Automatic, Diesel","Automatic, Diesel",Used,,,,,,Citroen,C4 Picasso,2015,Silver,Metallic,,Van,5,5,Automatic,6,"1,560 cc",4,"1,480 kg",Diesel (Particulate Filter),"3.8 l/100 km (comb)
4.3 l/100 km (city)
3.5 l/100 km (country)",100 g CO2/km (comb),,,,Euro 6,,,,,,,,,,
